Scenario,Year,Metal,Technology,"Climate change, ecosystem quality, long term","Climate change, ecosystem quality, short term","Climate change, human health, long term","Climate change, human health, short term",Fisheries impact,Freshwater acidification,"Freshwater ecotoxicity, long term","Freshwater ecotoxicity, short term",Freshwater eutrophication,"Human toxicity cancer, long term","Human toxicity cancer, short term","Human toxicity non-cancer, long term","Human toxicity non-cancer, short term","Ionizing radiations, ecosystem quality","Ionizing radiations, human health","Land occupation, biodiversity","Land transformation, biodiversity","Marine acidification, long term","Marine acidification, short term","Marine ecotoxicity, long term","Marine ecotoxicity, short term",Marine eutrophication,Ozone layer depletion,Particulate matter formation,"Photochemical ozone formation, ecosystem quality","Photochemical ozone formation, human health",Terrestrial acidification,"Terrestrial ecotoxicity, long term","Terrestrial ecotoxicity, short term",Thermally polluted water,"Water availability, freshwater ecosystem","Water availability, human health","Water availability, terrestrial ecosystem",Total human health,Total ecosystem quality
NZE,2035,Boron,Wind,0.692513289,0.208316343,9.33E-06,2.81E-06,1.19E-12,0.089490545,0.59877677,0.046053764,0.000368017,4.66E-08,5.52E-07,1.69E-06,1.08E-06,2.45E-10,3.68E-09,0.096541228,0.107688012,0.250040987,0.027141744,4.76E-07,9.15E-07,0.003860156,7.71E-11,3.58E-06,0.102675568,1.04E-08,0.524613905,0.017368532,0.033381461,0.000480982,1.26E-05,1.30E-06,0.000390676,2.04E-05,2.799716015
NZE,2040,Boron,Wind,0.643233124,0.193524802,8.67E-06,2.61E-06,1.19E-12,0.08873641,0.603250534,0.04444624,0.000382602,4.70E-08,5.49E-07,1.70E-06,1.09E-06,2.22E-10,3.32E-09,0.131302519,0.10542505,0.232163409,0.025201359,4.80E-07,9.34E-07,0.003879936,8.90E-11,3.58E-06,0.101840927,1.03E-08,0.52220352,0.017512699,0.034104845,0.000446845,1.24E-05,1.30E-06,0.000393495,1.96E-05,2.748062127
NZE,2045,Boron,Wind,0.602064632,0.181159884,8.11E-06,2.44E-06,1.10E-12,0.088655148,0.614318736,0.041927992,0.000392832,4.71E-08,5.50E-07,1.71E-06,1.10E-06,2.08E-10,3.11E-09,0.158170843,0.105078974,0.217178599,0.023574927,4.85E-07,9.56E-07,0.003899845,9.19E-11,3.60E-06,0.10124767,1.03E-08,0.521775127,0.01769228,0.034888847,0.000445462,1.24E-05,1.30E-06,0.00039947,1.89E-05,2.712885085
NZE,2050,Boron,Wind,0.576127631,0.173379424,7.76E-06,2.34E-06,1.01E-12,0.088927694,0.630016203,0.040223167,0.000397495,4.73E-08,5.51E-07,1.72E-06,1.10E-06,2.15E-10,3.16E-09,0.166819082,0.106524412,0.207670514,0.022542896,4.88E-07,9.73E-07,0.003926501,9.25E-11,3.62E-06,0.101220737,1.03E-08,0.522623977,0.017822498,0.035517679,0.000451534,1.25E-05,1.32E-06,0.000406282,1.85E-05,2.694611672
NZE,2022,Cadmium,Solar PV,2.10044857,0.636823503,2.83E-05,8.58E-06,5.31E-13,0.092686881,1.600400635,0.243053188,0.00017874,1.16E-07,1.65E-05,6.40E-06,5.79E-06,1.76E-09,2.42E-08,0.141215885,0.204422147,0.757617221,0.082240403,4.84E-07,7.54E-07,0.00827556,1.01E-10,5.90E-06,0.187666993,1.93E-08,0.504915802,0.017652006,0.027513238,0.002350106,4.80E-05,2.95E-06,0.000673977,7.46E-05,6.608184165
NZE,2030,Cadmium,Solar PV,0.81092943,0.24600776,1.09E-05,3.32E-06,1.19E-12,0.067044164,1.434045419,0.113507942,0.000171143,1.07E-07,1.65E-05,6.16E-06,5.79E-06,1.39E-09,1.97E-08,0.148329504,0.227812013,0.290451072,0.031528365,4.48E-07,7.65E-07,0.006808947,6.21E-11,2.69E-06,0.146934752,1.51E-08,0.350019204,0.016338941,0.027921902,0.002214439,4.04E-05,2.89E-06,0.000498522,4.84E-05,3.920605102
NZE,2035,Cadmium,Solar PV,0.528198892,0.160766254,7.12E-06,2.17E-06,1.31E-12,0.059230004,1.407221323,0.092233026,0.000183673,1.06E-07,1.65E-05,6.13E-06,5.79E-06,1.08E-09,1.56E-08,0.17503168,0.233016189,0.187924491,0.020398991,4.26E-07,7.83E-07,0.006558938,5.06E-11,2.13E-06,0.138564566,1.43E-08,0.316500747,0.01555927,0.028593325,0.001890883,3.66E-05,2.86E-06,0.000473142,4.28E-05,3.372383214
NZE,2040,Cadmium,Solar PV,0.454315913,0.138440644,6.12E-06,1.87E-06,1.32E-12,0.055642894,1.40313988,0.088700883,0.000198818,1.06E-07,1.65E-05,6.14E-06,5.80E-06,8.58E-10,1.27E-08,0.209759048,0.230794482,0.161151143,0.017492895,4.14E-07,8.02E-07,0.00653797,5.85E-11,2.07E-06,0.13660702,1.41E-08,0.305894851,0.015095865,0.029261064,0.001719385,3.45E-05,2.84E-06,0.000473661,4.14E-05,3.255262132
NZE,2045,Cadmium,Solar PV,0.409270241,0.124863936,5.52E-06,1.68E-06,1.20E-12,0.054414906,1.403180301,0.08529192,0.000206708,1.06E-07,1.65E-05,6.13E-06,5.79E-06,7.03E-10,1.06E-08,0.231828616,0.228155248,0.144802984,0.015718421,4.03E-07,8.18E-07,0.006535996,5.97E-11,2.05E-06,0.135746032,1.40E-08,0.301411009,0.014714699,0.029872598,0.001645027,3.34E-05,2.83E-06,0.000477646,4.06E-05,3.18817092
NZE,2050,Cadmium,Solar PV,0.38518024,0.117607444,5.19E-06,1.58E-06,1.10E-12,0.054170894,1.407445303,0.082542155,0.000209082,1.05E-07,1.65E-05,6.12E-06,5.78E-06,6.12E-10,9.40E-09,0.23641162,0.226743414,0.136014813,0.014764515,3.93E-07,8.31E-07,0.006536673,5.95E-11,2.04E-06,0.13534945,1.40E-08,0.299797358,0.014351339,0.030333765,0.001600158,3.27E-05,2.84E-06,0.000482605,4.02E-05,3.149574809
NZE,2022,Cadmium,Other low emissions power generation,2.10044857,0.636823503,2.83E-05,8.58E-06,5.31E-13,0.092686881,1.600400635,0.243053188,0.00017874,1.16E-07,1.65E-05,6.40E-06,5.79E-06,1.76E-09,2.42E-08,0.141215885,0.204422147,0.757617221,0.082240403,4.84E-07,7.54E-07,0.00827556,1.01E-10,5.90E-06,0.187666993,1.93E-08,0.504915802,0.017652006,0.027513238,0.002350106,4.80E-05,2.95E-06,0.000673977,7.46E-05,6.608184165
NZE,2030,Cadmium,Other low emissions power generation,0.81092943,0.24600776,1.09E-05,3.32E-06,1.19E-12,0.067044164,1.434045419,0.113507942,0.000171143,1.07E-07,1.65E-05,6.16E-06,5.79E-06,1.39E-09,1.97E-08,0.148329504,0.227812013,0.290451072,0.031528365,4.48E-07,7.65E-07,0.006808947,6.21E-11,2.69E-06,0.146934752,1.51E-08,0.350019204,0.016338941,0.027921902,0.002214439,4.04E-05,2.89E-06,0.000498522,4.84E-05,3.920605102
NZE,2035,Cadmium,Other low emissions power generation,0.528198892,0.160766254,7.12E-06,2.17E-06,1.31E-12,0.059230004,1.407221323,0.092233026,0.000183673,1.06E-07,1.65E-05,6.13E-06,5.79E-06,1.08E-09,1.56E-08,0.17503168,0.233016189,0.187924491,0.020398991,4.26E-07,7.83E-07,0.006558938,5.06E-11,2.13E-06,0.138564566,1.43E-08,0.316500747,0.01555927,0.028593325,0.001890883,3.66E-05,2.86E-06,0.000473142,4.28E-05,3.372383214
NZE,2040,Cadmium,Other low emissions power generation,0.454315913,0.138440644,6.12E-06,1.87E-06,1.32E-12,0.055642894,1.40313988,0.088700883,0.000198818,1.06E-07,1.65E-05,6.14E-06,5.80E-06,8.58E-10,1.27E-08,0.209759048,0.230794482,0.161151143,0.017492895,4.14E-07,8.02E-07,0.00653797,5.85E-11,2.07E-06,0.13660702,1.41E-08,0.305894851,0.015095865,0.029261064,0.001719385,3.45E-05,2.84E-06,0.000473661,4.14E-05,3.255262132
NZE,2045,Cadmium,Other low emissions power generation,0.409270241,0.124863936,5.52E-06,1.68E-06,1.20E-12,0.054414906,1.403180301,0.08529192,0.000206708,1.06E-07,1.65E-05,6.13E-06,5.79E-06,7.03E-10,1.06E-08,0.231828616,0.228155248,0.144802984,0.015718421,4.03E-07,8.18E-07,0.006535996,5.97E-11,2.05E-06,0.135746032,1.40E-08,0.301411009,0.014714699,0.029872598,0.001645027,3.34E-05,2.83E-06,0.000477646,4.06E-05,3.18817092
NZE,2050,Cadmium,Other low emissions power generation,0.38518024,0.117607444,5.19E-06,1.58E-06,1.10E-12,0.054170894,1.407445303,0.082542155,0.000209082,1.05E-07,1.65E-05,6.12E-06,5.78E-06,6.12E-10,9.40E-09,0.23641162,0.226743414,0.136014813,0.014764515,3.93E-07,8.31E-07,0.006536673,5.95E-11,2.04E-06,0.13534945,1.40E-08,0.299797358,0.014351339,0.030333765,0.001600158,3.27E-05,2.84E-06,0.000482605,4.02E-05,3.149574809
NZE,2022,Chromium,Wind,1.671047617,0.509781844,2.25E-05,6.87E-06,3.24E-13,0.110624005,1.193759302,0.265538645,0.000792214,1.48E-08,1.05E-05,3.20E-07,1.28E-07,6.69E-10,1.04E-08,0.051341954,0.081850055,0.604208783,0.065587697,8.91E-07,0.000341183,0.003402073,3.75E-11,1.15E-05,0.068791723,6.79E-09,0.390552321,0.032511393,12.45317706,0.000993728,9.35E-06,2.81E-07,0.000344129,5.21E-05,17.5046561
NZE,2030,Chromium,Wind,1.103613139,0.337734405,1.49E-05,4.55E-06,6.90E-13,0.063422498,1.119766823,0.215398476,0.000789009,1.10E-08,1.04E-05,2.19E-07,1.24E-07,6.56E-10,9.97E-09,0.054834361,0.086960899,0.398634573,0.043272118,8.87E-07,0.000341199,0.002843115,2.59E-11,8.88E-06,0.050414264,4.94E-09,0.233065343,0.032368249,12.45376357,0.00098006,6.57E-06,2.71E-07,0.000270463,3.94E-05,16.19848015
NZE,2035,Chromium,Wind,0.922243636,0.282804797,1.24E-05,3.81E-06,7.47E-13,0.037870825,1.10598154,0.204300882,0.000794894,1.03E-08,1.04E-05,2.07E-07,1.32E-07,5.61E-10,8.41E-09,0.066195639,0.087816001,0.33290248,0.03613684,8.79E-07,0.000341218,0.002738629,2.14E-11,8.08E-06,0.044874459,4.40E-09,0.164391358,0.032079531,12.45446645,0.000864436,5.22E-06,2.69E-07,0.000252394,3.54E-05,15.77706224
NZE,2040,Chromium,Wind,0.864480183,0.265324906,1.17E-05,3.58E-06,7.52E-13,0.02245281,1.103735562,0.202426001,0.000801385,1.03E-08,1.04E-05,2.12E-07,1.39E-07,4.48E-10,6.70E-09,0.079099327,0.08639444,0.31197637,0.033865423,8.70E-07,0.000341232,0.002735199,2.86E-11,7.84E-06,0.043253395,4.24E-09,0.127938481,0.031763638,12.45496215,0.0007731,4.36E-06,2.63E-07,0.000247825,3.41E-05,15.63257679
NZE,2045,Chromium,Wind,0.842405528,0.25863679,1.14E-05,3.49E-06,6.83E-13,0.018476671,1.104929176,0.201543035,0.000803755,1.04E-08,1.04E-05,2.17E-07,1.43E-07,3.70E-10,5.55E-09,0.084611652,0.085430485,0.303979914,0.032997512,8.64E-07,0.000341242,0.002738898,2.99E-11,7.79E-06,0.042717666,4.19E-09,0.118739901,0.031529722,12.455328,0.00072873,4.03E-06,2.59E-07,0.00024778,3.37E-05,15.58619148
NZE,2050,Chromium,Wind,0.835964614,0.256688798,1.13E-05,3.46E-06,6.20E-13,0.018476108,1.106748949,0.201149661,0.000804045,1.04E-08,1.04E-05,2.20E-07,1.44E-07,3.21E-10,4.82E-09,0.084704199,0.085014379,0.301637134,0.032743255,8.58E-07,0.000341247,0.002739634,2.94E-11,7.79E-06,0.042549597,4.18E-09,0.118762849,0.03131996,12.45551845,0.000702074,3.90E-06,2.58E-07,0.000249032,3.36E-05,15.57611888
NZE,2022,Chromium,Other low emissions power generation,1.671047617,0.509781844,2.25E-05,6.87E-06,3.24E-13,0.110624005,1.193759302,0.265538645,0.000792214,1.48E-08,1.05E-05,3.20E-07,1.28E-07,6.69E-10,1.04E-08,0.051341954,0.081850055,0.604208783,0.065587697,8.91E-07,0.000341183,0.003402073,3.75E-11,1.15E-05,0.068791723,6.79E-09,0.390552321,0.032511393,12.45317706,0.000993728,9.35E-06,2.81E-07,0.000344129,5.21E-05,17.5046561
NZE,2030,Chromium,Other low emissions power generation,1.103613139,0.337734405,1.49E-05,4.55E-06,6.90E-13,0.063422498,1.119766823,0.215398476,0.000789009,1.10E-08,1.04E-05,2.19E-07,1.24E-07,6.56E-10,9.97E-09,0.054834361,0.086960899,0.398634573,0.043272118,8.87E-07,0.000341199,0.002843115,2.59E-11,8.88E-06,0.050414264,4.94E-09,0.233065343,0.032368249,12.45376357,0.00098006,6.57E-06,2.71E-07,0.000270463,3.94E-05,16.19848015
NZE,2035,Chromium,Other low emissions power generation,0.922243636,0.282804797,1.24E-05,3.81E-06,7.47E-13,0.037870825,1.10598154,0.204300882,0.000794894,1.03E-08,1.04E-05,2.07E-07,1.32E-07,5.61E-10,8.41E-09,0.066195639,0.087816001,0.33290248,0.03613684,8.79E-07,0.000341218,0.002738629,2.14E-11,8.08E-06,0.044874459,4.40E-09,0.164391358,0.032079531,12.45446645,0.000864436,5.22E-06,2.69E-07,0.000252394,3.54E-05,15.77706224
NZE,2040,Chromium,Other low emissions power generation,0.864480183,0.265324906,1.17E-05,3.58E-06,7.52E-13,0.02245281,1.103735562,0.202426001,0.000801385,1.03E-08,1.04E-05,2.12E-07,1.39E-07,4.48E-10,6.70E-09,0.079099327,0.08639444,0.31197637,0.033865423,8.70E-07,0.000341232,0.002735199,2.86E-11,7.84E-06,0.043253395,4.24E-09,0.127938481,0.031763638,12.45496215,0.0007731,4.36E-06,2.63E-07,0.000247825,3.41E-05,15.63257679
NZE,2045,Chromium,Other low emissions power generation,0.842405528,0.25863679,1.14E-05,3.49E-06,6.83E-13,0.018476671,1.104929176,0.201543035,0.000803755,1.04E-08,1.04E-05,2.17E-07,1.43E-07,3.70E-10,5.55E-09,0.084611652,0.085430485,0.303979914,0.032997512,8.64E-07,0.000341242,0.002738898,2.99E-11,7.79E-06,0.042717666,4.19E-09,0.118739901,0.031529722,12.455328,0.00072873,4.03E-06,2.59E-07,0.00024778,3.37E-05,15.58619148
NZE,2050,Chromium,Other low emissions power generation,0.835964614,0.256688798,1.13E-05,3.46E-06,6.20E-13,0.018476108,1.106748949,0.201149661,0.000804045,1.04E-08,1.04E-05,2.20E-07,1.44E-07,3.21E-10,4.82E-09,0.084704199,0.085014379,0.301637134,0.032743255,8.58E-07,0.000341247,0.002739634,2.94E-11,7.79E-06,0.042549597,4.18E-09,0.118762849,0.03131996,12.45551845,0.000702074,3.90E-06,2.58E-07,0.000249032,3.36E-05,15.57611888
NZE,2022,Cobalt,Low emissions power generation,4.171998421,1.250940462,5.62E-05,1.69E-05,2.40E-12,0.132614441,1.183881947,0.27916854,0.001355134,5.23E-08,3.01E-06,1.72E-06,1.49E-06,1.04E-09,1.27E-08,0.143905105,0.293479442,1.509890606,0.163898053,1.17E-06,1.39E-06,0.008849092,4.96E-10,2.42E-05,0.324525554,3.28E-08,1.125964063,0.04284523,0.050615229,0.001461785,7.20E-05,5.04E-06,0.00097089,0.000108676,10.68643864
NZE,2030,Cobalt,Low emissions power generation,3.366051156,1.003048242,4.54E-05,1.35E-05,4.89E-12,0.123974759,1.078147062,0.164703779,0.001363429,4.81E-08,3.02E-06,1.61E-06,1.51E-06,1.09E-09,1.37E-08,0.156369862,0.309164843,1.21844265,0.132260689,1.18E-06,1.42E-06,0.007768028,4.95E-10,2.06E-05,0.272254875,2.74E-08,1.025100369,0.043155291,0.051672354,0.00146364,6.93E-05,5.09E-06,0.000882513,9.08E-05,8.955895472
NZE,2035,Cobalt,Low emissions power generation,3.034820197,0.903366623,4.09E-05,1.22E-05,4.96E-12,0.117972729,1.041301537,0.14208693,0.001342694,4.70E-08,2.91E-06,1.59E-06,1.49E-06,1.05E-09,1.31E-08,0.201356902,0.296230043,1.098478191,0.119239105,1.16E-06,1.41E-06,0.007281415,4.78E-10,1.87E-05,0.239351871,2.40E-08,0.96127243,0.042194317,0.051569112,0.00127237,6.60E-05,4.94E-06,0.000843887,8.27E-05,8.260048986
NZE,2040,Cobalt,Low emissions power generation,2.705933034,0.805220372,3.65E-05,1.09E-05,4.64E-12,0.109686987,0.994313248,0.131093373,0.001300253,4.54E-08,2.71E-06,1.56E-06,1.43E-06,9.78E-10,1.22E-08,0.290154444,0.267708595,0.979356279,0.106309397,1.10E-06,1.38E-06,0.006777677,4.96E-10,1.68E-05,0.208283231,2.09E-08,0.883957545,0.040154036,0.050487797,0.001140309,6.13E-05,4.62E-06,0.000796136,7.46E-05,7.582736505
NZE,2045,Cobalt,Low emissions power generation,2.356579052,0.701024878,3.18E-05,9.45E-06,3.95E-12,0.102624696,0.970990585,0.118957945,0.001273408,4.37E-08,2.53E-06,1.52E-06,1.38E-06,9.08E-10,1.13E-08,0.424395369,0.246747337,0.852594189,0.092549937,1.05E-06,1.37E-06,0.006368137,4.67E-10,1.54E-05,0.185822401,1.86E-08,0.81741788,0.038363746,0.050181997,0.001080689,5.74E-05,4.37E-06,0.000763054,6.65E-05,6.96779512
NZE,2050,Cobalt,Low emissions power generation,2.050410783,0.609754214,2.76E-05,8.22E-06,3.44E-12,0.098792144,1.010815528,0.10986075,0.001240923,4.33E-08,2.40E-06,1.51E-06,1.34E-06,8.59E-10,1.06E-08,0.496906377,0.244528041,0.741072818,0.080444404,1.02E-06,1.40E-06,0.006070908,4.33E-10,1.43E-05,0.168056986,1.69E-08,0.769643102,0.037155057,0.051102698,0.001071719,5.52E-05,4.36E-06,0.000757669,5.98E-05,6.477741783
NZE,2022,Cobalt,Electric vehicles,4.171998421,1.250940462,5.62E-05,1.69E-05,2.40E-12,0.132614441,1.183881947,0.27916854,0.001355134,5.23E-08,3.01E-06,1.72E-06,1.49E-06,1.04E-09,1.27E-08,0.143905105,0.293479442,1.509890606,0.163898053,1.17E-06,1.39E-06,0.008849092,4.96E-10,2.42E-05,0.324525554,3.28E-08,1.125964063,0.04284523,0.050615229,0.001461785,7.20E-05,5.04E-06,0.00097089,0.000108676,10.68643864
NZE,2030,Cobalt,Electric vehicles,3.366051156,1.003048242,4.54E-05,1.35E-05,4.89E-12,0.123974759,1.078147062,0.164703779,0.001363429,4.81E-08,3.02E-06,1.61E-06,1.51E-06,1.09E-09,1.37E-08,0.156369862,0.309164843,1.21844265,0.132260689,1.18E-06,1.42E-06,0.007768028,4.95E-10,2.06E-05,0.272254875,2.74E-08,1.025100369,0.043155291,0.051672354,0.00146364,6.93E-05,5.09E-06,0.000882513,9.08E-05,8.955895472
NZE,2035,Cobalt,Electric vehicles,3.034820197,0.903366623,4.09E-05,1.22E-05,4.96E-12,0.117972729,1.041301537,0.14208693,0.001342694,4.70E-08,2.91E-06,1.59E-06,1.49E-06,1.05E-09,1.31E-08,0.201356902,0.296230043,1.098478191,0.119239105,1.16E-06,1.41E-06,0.007281415,4.78E-10,1.87E-05,0.239351871,2.40E-08,0.96127243,0.042194317,0.051569112,0.00127237,6.60E-05,4.94E-06,0.000843887,8.27E-05,8.260048986
NZE,2040,Cobalt,Electric vehicles,2.705933034,0.805220372,3.65E-05,1.09E-05,4.64E-12,0.109686987,0.994313248,0.131093373,0.001300253,4.54E-08,2.71E-06,1.56E-06,1.43E-06,9.78E-10,1.22E-08,0.290154444,0.267708595,0.979356279,0.106309397,1.10E-06,1.38E-06,0.006777677,4.96E-10,1.68E-05,0.208283231,2.09E-08,0.883957545,0.040154036,0.050487797,0.001140309,6.13E-05,4.62E-06,0.000796136,7.46E-05,7.582736505
NZE,2045,Cobalt,Electric vehicles,2.356579052,0.701024878,3.18E-05,9.45E-06,3.95E-12,0.102624696,0.970990585,0.118957945,0.001273408,4.37E-08,2.53E-06,1.52E-06,1.38E-06,9.08E-10,1.13E-08,0.424395369,0.246747337,0.852594189,0.092549937,1.05E-06,1.37E-06,0.006368137,4.67E-10,1.54E-05,0.185822401,1.86E-08,0.81741788,0.038363746,0.050181997,0.001080689,5.74E-05,4.37E-06,0.000763054,6.65E-05,6.96779512
