Scenario,Year,Metal,Technology,"Climate change, ecosystem quality, long term","Climate change, ecosystem quality, short term","Climate change, human health, long term","Climate change, human health, short term",Fisheries impact,Freshwater acidification,"Freshwater ecotoxicity, long term","Freshwater ecotoxicity, short term",Freshwater eutrophication,"Human toxicity cancer, long term","Human toxicity cancer, short term","Human toxicity non-cancer, long term","Human toxicity non-cancer, short term","Ionizing radiations, ecosystem quality","Ionizing radiations, human health","Land occupation, biodiversity","Land transformation, biodiversity","Marine acidification, long term","Marine acidification, short term","Marine ecotoxicity, long term","Marine ecotoxicity, short term",Marine eutrophication,Ozone layer depletion,Particulate matter formation,"Photochemical ozone formation, ecosystem quality","Photochemical ozone formation, human health",Terrestrial acidification,"Terrestrial ecotoxicity, long term","Terrestrial ecotoxicity, short term",Thermally polluted water,"Water availability, freshwater ecosystem","Water availability, human health","Water availability, terrestrial ecosystem",Total human health,Total ecosystem quality
SPS,2022,Aluminium,Electricity networks,47453794300,14118662558,639533.4753,190276.8269,0.004605989,1080055365,13404594100,5600719289,2281661.693,696.5797841,10805.26158,20644.2344,6515.652195,5.210667941,81.38162501,886156178.9,1057363920,16168466834,1755094227,6755.354635,5722.173378,70518723.21,1.221695974,147187.4738,1840245011,187.7566592,8485167093,246628647,208859325.2,31445514.62,184741.5727,4005.272576,4571181.047,1019935.138,1.12415E+11
SPS,2030,Aluminium,Electricity networks,46095667145,13574437609,621230.033,182942.3223,0.008514368,1245750258,15133393209,4938700583,2496686.929,819.5819389,13416.35209,24751.56386,9061.547254,6.688235705,109.7275949,1057334981,1533200435,15463616168,1678573186,8510.781189,7365.769969,71898089.04,1.420084382,139905.4714,1887632775,192.0887067,9282563776,310706694.7,268850599.7,37216950.24,198510.721,4879.589942,4090366.024,997309.6999,1.12586E+11
SPS,2035,Aluminium,Electricity networks,39933136539,11699528146,538177.7781,157674.219,0.008873842,1164535878,14115988466,4089018609,2336427.36,773.7853129,13037.55779,23540.07529,9043.283114,6.340200911,105.4018648,1027754717,1588340685,13282009344,1441755954,8274.283493,7253.890206,64373649.38,1.323940421,122116.8564,1693218687,172.1425634,8537229676,302069309.6,264766988.4,32832120.5,179070.0055,4696.511486,3382868.358,869338.9367,99242473480
SPS,2040,Aluminium,Electricity networks,33732720754,9821564136,454614.9458,132364.9498,0.009050388,1082091091,12941798625,3251522777,2146530.087,719.979653,12404.51243,22052.04216,8884.179034,5.945314293,100.448698,988720837.1,1600545983,11107874266,1205750587,7928.768755,7029.898255,56684913.13,1.225165952,105778.6218,1495642932,151.9263539,7762274518,289452207.5,256591282.2,30095935.1,159526.9934,4410.079036,2712353.639,741482.9116,85628364946
SPS,2045,Aluminium,Electricity networks,30143008364,8714394322,406236.491,117443.6527,0.00997792,1066234555,12635092839,2694495775,2077180.985,713.8332286,12519.47011,22024.35777,9279.102801,5.92289947,101.9739692,1009818446,1668945722,9815768450,1065489435,8083.262325,7266.903172,52863627.72,1.184175394,97377.34008,1401930943,142.2865676,7500882961,295088858.3,265241961.5,29759304.72,153979.8416,4419.458779,2279461.214,670259.1529,78363542233
SPS,2050,Aluminium,Electricity networks,24737563054,7088323197,333387.4538,95529.13686,0.008986884,963239639.4,11347711505,1979164579,1836964.266,647.6810594,11587.37117,20103.12305,8762.560723,5.371927191,94.12630948,938153873.3,1583549278,7949123165,862863495.3,7545.087963,6866.076999,45470331.92,1.05099884,82737.77821,1213894040,123.1044248,6677639686,275439495.8,250611806.4,29310805.66,134634.3126,4021.646964,1750351.433,556995.0353,65945794930
SPS,2022,Arsenic,Solar PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPS,2030,Arsenic,Solar PV,584088.4229,177279.6312,7.871743555,2.38919271,9.76E-07,27459.32575,436148.8297,66737.05549,318.1335742,0.034691373,4.412332242,1.7983422,1.37751872,0.000404983,0.005602174,46637.95617,66875.21857,210197.2892,22816.65346,0.240189499,0.46424746,2583.760377,0.000174039,1.760125814,52102.14984,0.005308516,152210.573,8767.949609,16945.03188,567.1888364,14.42175401,1.102277137,228.7734944,20.75730865,1871979.08
SPS,2035,Arsenic,Solar PV,2847005.509,866129.0165,38.36901466,11.67279692,5.56E-06,145857.8075,2440788.611,347489.5351,1834.678969,0.195750609,25.43251358,10.25315165,7.925078743,0.001969096,0.027002463,271982.7333,390009.986,1023082.107,111053.7675,1.3506822,2.688400885,14244.6775,0.000984032,8.635130294,280808.2773,0.028602104,808205.8441,49305.58243,98126.62987,3103.245153,78.80093081,6.338310003,1246.390802,108.878336,9700357.293
SPS,2040,Arsenic,Solar PV,13368461.86,4072377.539,180.1663915,54.88332,3.13E-05,766224.8939,13202369.38,1702099.731,10187.8438,1.067340838,140.9070244,56.3559674,43.85892391,0.009044678,0.123206002,1564084.368,2178175.763,4796684.993,520669.4416,7.33257963,14.99298168,76333.49166,0.00545448,41.33588694,1477295.06,0.150490767,4212075.332,267669.3042,547243.8177,16776.36807,420.268192,35.07165003,6619.902109,553.9256618,48785791.94
