x,y,country_iso3_code,erml_commodity,concat_figure_notes_text,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,year,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code
23.840187999999998,42.733269,BGR,,Estimates.,23.840188,,42.733269,,33,20900000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Bulgaria,Lignite,,BG,,*
21.069122999999998,43.769359,SRB,,Excluding production in Kosovo.,21.069123,,43.769359,,33,39330000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Serbia,Lignite,,RS,,n
-97.834383,39.139831,USA,,,-97.834383,,39.139831,,33,44773678,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,USA,Lignite,,US,,
19.480382,48.704935,SVK,,,19.480382,,48.704935,,33,211600,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Slovakia,Lignite,,SK,,
20.335869,47.155288,HUN,,,20.335869,,47.155288,,33,6069000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Hungary,Lignite,,HU,,
100.982474,15.485660999999999,THA,,,100.982474,,15.485661,,33,13250574,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Thailand,Lignite,,TH,,
102.461851,19.117967999999998,LAO,,,102.461851,,19.117968,,33,14366628,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Laos,Lignite,,LA,,
63.826062,41.895281,UZB,,,63.826062,,41.895281,,33,3868100,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Uzbekistan,Lignite,,UZ,,
33.526313,39.351717,TUR,,,33.526313,,39.351717,,33,84811522,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Turkey,Lignite,,TR,,
20.873742999999997,42.572883,1A0,,,20.873743,,42.572883,,33,8537948,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Kosovo,Lignite,,XK,,
69.217179,48.473662,KAZ,,,69.217179,,48.473662,,33,5422100,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Kazakhstan,Lignite,,KZ,,
19.238500000000002,42.785818,MNE,,,19.238500,,42.785818,,33,1656900,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Montenegro,Lignite,,ME,,
22.009674999999998,39.740648,GRC,,,22.009675,,39.740648,,33,14000000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Greece,Lignite,,GR,,
24.972941,45.853463999999995,ROU,,,24.972941,,45.853464,,33,15161420,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Romania,Lignite,,RO,,
20.154355,40.519335999999996,ALB,,,20.154355,,40.519336,,33,42000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Albania,Lignite,,AL,,
19.394322,52.124770999999996,POL,,,19.394322,,52.124771,,33,47300000,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Poland,Lignite,,PL,,
169.942601,-44.75072,NZL,,,169.942601,,-44.750720,,33,297690,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,New Zealand,Lignite,,NZ,,
14.940280999999999,46.143799,SVN,,,14.940281,,46.143799,,33,3259309,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Slovenia,Lignite,,SI,,
21.7,41.6,MKD,,,21.700000,,41.600000,,33,4532745,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,North Macedonia,Lignite,,MK,,
72.249192,38.314141,TJK,,,72.249192,,38.314141,,33,77939,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Tajikistan,Lignite,,TJ,,
-69.73191899999999,-26.162882999999997,CHL,,,-69.731919,,-26.162883,,33,165784,Production of coal,35,tonnes (metric),Production,coal,,2020-01-01,Chile,Lignite,,CL,,
46.863413,-18.771091,MDG,Graphite,Exports.,46.863413,,-18.771091,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,48500,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Madagascar,,,MG,Graphite,h
-49.028009999999995,-12.408957,BRA,Graphite,Including beneficiated and directly shipped material.,-49.028010,,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,67020,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Brazil,,,BR,Graphite,b
109.537431,32.216659,CHN,Graphite,Estimates.|Including flake graphite.,109.537431,,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,762000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,China,,,CN,Graphite,*|d
79.282538,22.642556,IND,Graphite,Crude.|Years ended 31 March following that stated.,79.282538,,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,30168,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,India,,,IN,Graphite,a|c
71.28184499999999,30.792002999999998,PAK,Graphite,Estimates.|Years ended 30 June of that stated.,71.281845,,30.792003,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,0,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Pakistan,,,PK,Graphite,*|f
80.793549,7.020493,LKA,Graphite,Estimates.,80.793549,,7.020493,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,4000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Sri Lanka,,,LK,Graphite,*
14.130671999999999,47.585656,AUT,Graphite,Crude.|Sales.,14.130672,,47.585656,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,16500,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Austria,,,AT,Graphite,a|j
10.262436,61.687073999999996,NOR,Graphite,Estimates.,10.262436,,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,9000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Norway,,,NO,Graphite,*
127.0,40.0,PRK,Graphite,Estimates.,127.000000,,40.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,30000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,"Korea, Dem. P.R. of",,,KP,Graphite,*
-119.677633,59.205383999999995,CAN,Graphite,,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,8841,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Canada,,,CA,Graphite,
38.189454999999995,-13.567587,MOZ,Graphite,,38.189455,,-13.567587,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,18159,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Mozambique,,,MZ,Graphite,
33.526313,39.351717,TUR,Graphite,,33.526313,,39.351717,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,15205,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Turkey,,,TR,Graphite,
9.669879,51.08851,DEU,Graphite,,9.669879,,51.088510,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,108,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Germany,,,DE,Graphite,
18.0,44.0,BIH,Graphite,,18.000000,,44.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,3,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Bosnia & Herzegovina,,,BA,Graphite,
31.971487999999997,49.685680999999995,UKR,Graphite,,31.971488,,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,16000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Ukraine,,,UA,Graphite,
-101.933344,23.629557,MEX,Graphite,,-101.933344,,23.629557,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,2033,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Mexico,,,MX,Graphite,
29.851884,-19.002536,ZWE,Graphite,,29.851884,,-19.002536,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,0,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Zimbabwe,,,ZW,Graphite,
16.971256999999998,-20.703654,NAM,Graphite,,16.971257,,-20.703654,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,0,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Namibia,,,NA,Graphite,
94.13658799999999,63.462201,RUS,Graphite,,94.136588,,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,25000,Production of graphite,62,tonnes (metric),Production,graphite,,2020-01-01,Russia,,,RU,Graphite,
38.369268,8.782801,ETH,"Silver (mine production, metal content)",Estimates.|Years ended 7 July of that stated.,38.369268,Ores and concentrates (metal content),8.782801,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,400,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Ethiopia,,,ET,Silver,*|d
-1.03727,6.962365999999999,GHA,"Silver (mine production, metal content)",Estimates.,-1.037270,Ores and concentrates (metal content),6.962366,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Ghana,,,GH,Silver,*
-2.05131,18.495997,MLI,"Silver (mine production, metal content)",Estimates.,-2.051310,Ores and concentrates (metal content),18.495997,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,2800,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Mali,,,ML,Silver,*
29.851983999999998,16.724177,SDN,"Silver (mine production, metal content)",Estimates.,29.851984,Ores and concentrates (metal content),16.724177,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Sudan,,,SD,Silver,*
26.300237,-14.98326,ZMB,"Silver (mine production, metal content)",Estimates.,26.300237,Ores and concentrates (metal content),-14.983260,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,9000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Zambia,,,ZM,Silver,*
29.851884,-19.002536,ZWE,"Silver (mine production, metal content)",Estimates.,29.851884,Ores and concentrates (metal content),-19.002536,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1500,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Zimbabwe,,,ZW,Silver,*
-49.028009999999995,-12.408957,BRA,"Silver (mine production, metal content)",Estimates.,-49.028010,Ores and concentrates (metal content),-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,68400,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Brazil,,,BR,Silver,*
79.282538,22.642556,IND,"Silver (mine production, metal content)",Years ended 31 March following that stated.,79.282538,Ores and concentrates (metal content),22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,705796,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,India,,,IN,Silver,c
55.508706,31.955713,IRN,"Silver (mine production, metal content)",Estimates.,55.508706,Ores and concentrates (metal content),31.955713,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,50000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Iran,,,IR,Silver,*
33.114833,34.90605,CYP,"Silver (mine production, metal content)",Production thought to be from stockpiles.,33.114833,Ores and concentrates (metal content),34.906050,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,486,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Cyprus,,,CY,Silver,m
24.972941,45.853463999999995,ROU,"Silver (mine production, metal content)",Estimates.,24.972941,Ores and concentrates (metal content),45.853464,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,18000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Romania,,,RO,Silver,*
-3.0,55.0,GBR,"Silver (mine production, metal content)",Estimates.,-3.000000,Ores and concentrates (metal content),55.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,100,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,United Kingdom,,,GB,Silver,*
24.0,-3.0,COD,"Silver (mine production, metal content)",Estimates.,24.000000,Ores and concentrates (metal content),-3.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,3400,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,"Congo, Democratic Republic",,,CD,Silver,*
127.0,40.0,PRK,"Silver (mine production, metal content)",Estimates.,127.000000,Ores and concentrates (metal content),40.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,50000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,"Korea, Dem. P.R. of",,,KP,Silver,*
21.069122999999998,43.769359,SRB,"Silver (mine production, metal content)",Estimates.|Smelter and/or refinery production.,21.069123,Ores and concentrates (metal content),43.769359,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,15900,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Serbia,,,RS,Silver,*|a
94.13658799999999,63.462201,RUS,"Silver (mine production, metal content)",Smelter and/or refinery production.,94.136588,Ores and concentrates (metal content),63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1380000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Russia,,,RU,Silver,a
-8.138262,53.176694999999995,IRL,"Silver (mine production, metal content)",,-8.138262,Ores and concentrates (metal content),53.176695,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,920,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,"Ireland, Republic of",,,IE,Silver,
-97.834383,39.139831,USA,"Silver (mine production, metal content)",,-97.834383,Ores and concentrates (metal content),39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1080000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,USA,,,US,Silver,
27.679723,63.018750999999995,FIN,"Silver (mine production, metal content)",,27.679723,Ores and concentrates (metal content),63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,54833,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Finland,,,FI,Silver,
63.826062,41.895281,UZB,"Silver (mine production, metal content)",,63.826062,Ores and concentrates (metal content),41.895281,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,196000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Uzbekistan,,,UZ,Silver,
177.97519799999998,-17.824134,FJI,"Silver (mine production, metal content)",,177.975198,Ores and concentrates (metal content),-17.824134,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,479,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Fiji,,,FJ,Silver,
-86.625162,14.818427999999999,HND,"Silver (mine production, metal content)",,-86.625162,Ores and concentrates (metal content),14.818428,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,34260,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Honduras,,,HN,Silver,
143.89105,-5.631615,PNG,"Silver (mine production, metal content)",,143.891050,Ores and concentrates (metal content),-5.631615,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,128886,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Papua New Guinea,,,PG,Silver,
-64.684753,-16.706875999999998,BOL,"Silver (mine production, metal content)",,-64.684753,Ores and concentrates (metal content),-16.706876,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,930390,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Bolivia,,,BO,Silver,
47.659729,40.34583,AZE,"Silver (mine production, metal content)",,47.659729,Ores and concentrates (metal content),40.345830,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,7595,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Azerbaijan,,,AZ,Silver,
-73.03382599999999,-13.197341,PER,"Silver (mine production, metal content)",,-73.033826,Ores and concentrates (metal content),-13.197341,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,2768240,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Peru,,,PE,Silver,
-69.73191899999999,-26.162882999999997,CHL,"Silver (mine production, metal content)",,-69.731919,Ores and concentrates (metal content),-26.162883,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1575794,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Chile,,,CL,Silver,
3.2078,27.468550999999998,DZA,"Silver (mine production, metal content)",,3.207800,Ores and concentrates (metal content),27.468551,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,0,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Algeria,,,DZ,Silver,
-70.500342,18.899231999999998,DOM,"Silver (mine production, metal content)",,-70.500342,Ores and concentrates (metal content),18.899232,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,87889,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Dominican Republic,,,DO,Silver,
-3.562909,40.389544,ESP,"Silver (mine production, metal content)",,-3.562909,Ores and concentrates (metal content),40.389544,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,92751,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Spain,,,ES,Silver,
44.908958,23.753953,SAU,"Silver (mine production, metal content)",,44.908958,Ores and concentrates (metal content),23.753953,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,6493,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Saudi Arabia,,,SA,Silver,
16.971256999999998,-20.703654,NAM,"Silver (mine production, metal content)",,16.971257,Ores and concentrates (metal content),-20.703654,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,6982,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Namibia,,,NA,Silver,
-85.03425999999999,12.84512,NIC,"Silver (mine production, metal content)",,-85.034260,Ores and concentrates (metal content),12.845120,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,20186,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Nicaragua,,,NI,Silver,
43.340388999999995,42.309976,GEO,"Silver (mine production, metal content)",,43.340389,Ores and concentrates (metal content),42.309976,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,11172,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Georgia,,,GE,Silver,
34.022162,-5.686961,TZA,"Silver (mine production, metal content)",,34.022162,Ores and concentrates (metal content),-5.686961,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,13187,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Tanzania,,,TZ,Silver,
105.527762,46.198899,MNG,"Silver (mine production, metal content)",,105.527762,Ores and concentrates (metal content),46.198899,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,70219,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Mongolia,,,MN,Silver,
-14.794929,15.046717999999998,SEN,"Silver (mine production, metal content)",,-14.794929,Ores and concentrates (metal content),15.046718,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1100,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Senegal,,,SN,Silver,
10.866246,17.975986,NER,"Silver (mine production, metal content)",,10.866246,Ores and concentrates (metal content),17.975986,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,12,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Niger,,,NE,Silver,
8.075654,9.676734,NGA,"Silver (mine production, metal content)",,8.075654,Ores and concentrates (metal content),9.676734,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,0,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Nigeria,,,NG,Silver,
121.417908,17.522436,PHL,"Silver (mine production, metal content)",,121.417908,Ores and concentrates (metal content),17.522436,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,24024,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Philippines,,,PH,Silver,
-0.901057,12.591396,BFA,"Silver (mine production, metal content)",,-0.901057,Ores and concentrates (metal content),12.591396,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,10012,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Burkina Faso,,,BF,Silver,
-101.933344,23.629557,MEX,"Silver (mine production, metal content)",,-101.933344,Ores and concentrates (metal content),23.629557,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,7424554,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Mexico,,,MX,Silver,
44.931729999999995,40.288596,ARM,"Silver (mine production, metal content)",,44.931730,Ores and concentrates (metal content),40.288596,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,18280,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Armenia,,,AM,Silver,
-8.263145999999999,39.866841,PRT,"Silver (mine production, metal content)",,-8.263146,Ores and concentrates (metal content),39.866841,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,96000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Portugal,,,PT,Silver,
-6.587161,31.846552,MAR,"Silver (mine production, metal content)",,-6.587161,Ores and concentrates (metal content),31.846552,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,189200,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Morocco,,,MA,Silver,
114.218582,-0.9663149999999999,IDN,"Silver (mine production, metal content)",,114.218582,Ores and concentrates (metal content),-0.966315,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,338100,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Indonesia,,,ID,Silver,
22.009674999999998,39.740648,GRC,"Silver (mine production, metal content)",,22.009675,Ores and concentrates (metal content),39.740648,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,50300,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Greece,,,GR,Silver,
128.0,36.0,KOR,"Silver (mine production, metal content)",,128.000000,Ores and concentrates (metal content),36.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,5739,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Korea (Rep. of),,,KR,Silver,
23.840187999999998,42.733269,BGR,"Silver (mine production, metal content)",,23.840188,Ores and concentrates (metal content),42.733269,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,32760,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Bulgaria,,,BG,Silver,
18.043765,65.542091,SWE,"Silver (mine production, metal content)",,18.043765,Ores and concentrates (metal content),65.542091,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,400939,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Sweden,,,SE,Silver,
109.537431,32.216659,CHN,"Silver (mine production, metal content)",,109.537431,Ores and concentrates (metal content),32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,3405800,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,China,,,CN,Silver,
23.214465999999998,-30.457874999999998,ZAF,"Silver (mine production, metal content)",,23.214466,Ores and concentrates (metal content),-30.457875,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,38118,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,South Africa,,,ZA,Silver,
19.394322,52.124770999999996,POL,"Silver (mine production, metal content)",,19.394322,Ores and concentrates (metal content),52.124771,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1423000,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Poland,,,PL,Silver,
21.7,41.6,MKD,"Silver (mine production, metal content)",,21.700000,Ores and concentrates (metal content),41.600000,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,11488,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,North Macedonia,,,MK,Silver,
169.942601,-44.75072,NZL,"Silver (mine production, metal content)",,169.942601,Ores and concentrates (metal content),-44.750720,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1393,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,New Zealand,,,NZ,Silver,
74.82593399999999,41.734527,KGZ,"Silver (mine production, metal content)",,74.825934,Ores and concentrates (metal content),41.734527,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,16100,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Kyrgyzstan,,,KG,Silver,
23.963964999999998,-21.767426,BWA,"Silver (mine production, metal content)",,23.963965,Ores and concentrates (metal content),-21.767426,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,0,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Botswana,,,BW,Silver,
9.669879,51.08851,DEU,"Silver (mine production, metal content)",,9.669879,Ores and concentrates (metal content),51.088510,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,400,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Germany,,,DE,Silver,
102.186548,4.029745,MYS,"Silver (mine production, metal content)",,102.186548,Ores and concentrates (metal content),4.029745,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,422,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Malaysia,,,MY,Silver,
33.526313,39.351717,TUR,"Silver (mine production, metal content)",,33.526313,Ores and concentrates (metal content),39.351717,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,98270,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Turkey,,,TR,Silver,
142.796275,43.46076,JPN,"Silver (mine production, metal content)",,142.796275,Ores and concentrates (metal content),43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,4192,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Japan,,,JP,Silver,
-5.562523,7.5352689999999996,CIV,"Silver (mine production, metal content)",,-5.562523,Ores and concentrates (metal content),7.535269,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,956,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Ivory Coast,,,CI,Silver,
-73.327862,3.734623,COL,"Silver (mine production, metal content)",,-73.327862,Ores and concentrates (metal content),3.734623,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,20337,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Colombia,,,CO,Silver,
72.249192,38.314141,TJK,"Silver (mine production, metal content)",,72.249192,Ores and concentrates (metal content),38.314141,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,3300,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Tajikistan,,,TJ,Silver,
-119.677633,59.205383999999995,CAN,"Silver (mine production, metal content)",,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,295051,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Canada,,,CA,Silver,
132.72135600000001,-23.137734,AUS,"Silver (mine production, metal content)",,132.721356,Ores and concentrates (metal content),-23.137734,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1337344,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Australia,,,AU,Silver,
69.217179,48.473662,KAZ,"Silver (mine production, metal content)",,69.217179,Ores and concentrates (metal content),48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1035181,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,2020-01-01,Kazakhstan,,,KZ,Silver,
