Scenario,Year,Metal,Technology,"Climate change, long term","Climate change, short term",Fossil and nuclear energy use,Freshwater acidification,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity cancer,Human toxicity non-cancer,Ionizing radiations,"Land occupation, biodiversity","Land transformation, biodiversity",Marine eutrophication,Mineral resources use,Ozone layer depletion,Particulate matter formation,Photochemical ozone formation,Terrestrial acidification,Water scarcity
NZE,2045,Iridium,Rest of the economy,343302123.1554752,375237161.25253254,5739831368.223869,2714690867.074087,156873897175.02618,16369.701161254154,8.547117628323026,150.3123631190986,6294601324.060274,33251369.79203908,102972.1300533206,78716.77623706647,30224274.044308074,11.49841610294323,121467306.70380135,738823.539183309,1970481615.9719772,201863134.0307164
NZE,2050,Iridium,Rest of the economy,374830411.80501944,409846029.9750699,6087443575.306694,3016303287.9906144,174039588225.66858,18390.04603801866,9.51335487883847,166.83891095519468,5632312668.050802,39172674.80633501,114267.29704347759,87588.62213865688,33713024.27386333,12.714196294893053,134959413.6083714,813038.3730089794,2189401832.0273128,224009483.79283407
NZE,2022,Lanthanum,Rest of the economy,1112778897.660763,1206851513.2599065,13731865781.49301,4458835.547431876,768426933360.0034,174100.8171802713,32.45000451840842,258.5936377355532,92059661436.91307,323781977.919225,2200776.8967129653,40746754.087015525,32338742005.344116,34.92749755205452,928264.2770320198,3428783.189249834,8285308.005918466,463780452.19876033
NZE,2030,Lanthanum,Rest of the economy,1079146683.106647,1169736766.559558,13783087028.359653,4950116.378459632,881544403939.8124,211425.5303112999,39.109897090828696,307.4664917390916,111687980319.52463,397882052.98193914,2681879.5793354586,49466615.83542312,39269595275.93422,41.20031835603488,873792.0154346388,3769429.291738243,8966917.401943862,543020168.7705827
NZE,2035,Lanthanum,Rest of the economy,1133360464.7244818,1229532252.1813293,14401654011.714592,5456745.716087885,986070098788.6138,239727.27540818145,43.951461005051385,347.3472508650558,125348465310.13113,465633975.1731391,3022811.990816952,55788107.276988566,44289628569.51753,45.532252054693686,931645.3063512641,4153316.2047832957,9859936.295076614,604711003.6386834
NZE,2040,Lanthanum,Rest of the economy,1204132386.4389758,1307348314.7292063,15116863422.286762,6048874.862893074,1102383607907.014,270322.8688841982,49.042092279793685,391.07290376617686,139510623477.1816,557209985.4754618,3367510.8394333124,62301082.687124155,49459690871.875336,52.70177705103272,1036339.5722882433,4602816.107422861,10953180.878085712,671892713.039032
NZE,2045,Lanthanum,Rest of the economy,1296086834.6795452,1408047592.168314,16156652523.909248,6754041.848544143,1238338598148.0295,303331.3847152956,54.84476934089749,439.58617429898925,156073252353.46936,640698050.4308368,3760681.507414446,69600860.8972599,55254226505.75487,59.79511560132653,1163714.0056487818,5131720.365971414,12239182.575166572,752024666.8184671
NZE,2050,Lanthanum,Rest of the economy,1406772530.8029113,1529096443.2930405,17543006284.308994,7501869.060662458,1387492605821.113,337652.0983944617,61.02644693257555,490.6833347501848,174105735134.54056,717782885.5121527,4182720.0949613783,77325775.66695423,61393742751.00336,67.18509633589976,1289483.6381748074,5484291.573602692,13464085.099411584,840024787.4793999
NZE,2022,Lead,Rest of the economy,13437131667124.867,14480570432942.275,173390308935393.78,265537945032.0717,1.532163615224903e+16,638674599.1591772,5697395.846426553,72826582.33460715,135934646928219.9,852195139229.4291,4400635623.205214,3361812727.962857,2544543005301.2915,440702.3078514445,27972208550.852356,45248084438.70626,307010740386.8279,7590423521542.919
NZE,2030,Lead,Rest of the economy,11406641795037.105,12309642672062.611,150492440354274.7,310995181173.0733,1.781293301413157e+16,780491310.3370017,6914927.407404683,88345288.26092352,135950214907562.5,1116402441967.3723,5577196255.576969,3819946227.0189505,3082841591385.1157,493822.219018857,30080226533.330673,46895827730.53124,356878282539.3094,8425682611310.338
NZE,2035,Lead,Rest of the economy,11383551291571.9,12301683768264.492,146750125803253.8,348140100867.27594,1.9973712648231068e+16,902023084.5802484,7797418.692426344,99669202.1283903,124980230659545.86,1489696945466.6858,6285756234.227302,4265733376.149853,3481633261975.5396,544381.2832200441,33106935638.05349,50810301735.105705,399170242409.8209,9058465004042.82
