Source,Country,Type,Prod_t_est_2021,Prod_t_est_2022,Prod_notes,Reserves_t,Reserves_notes
MCS2023,United States,"Mine production, contained strontium",0,0,,NA,
MCS2023,Argentina,"Mine production, contained strontium",700,700,Production in 2021 is also estimated.,NA,
MCS2023,China,"Mine production, contained strontium",80000,80000,Production in 2021 is also estimated.,16000000,Reserves for China were revised based on Government reports. 
MCS2023,Iran,"Mine production, contained strontium",110000,110000,Production in 2021 is also estimated.,NA,
MCS2023,Mexico,"Mine production, contained strontium",21400,22000,,NA,
MCS2023,Spain,"Mine production, contained strontium",130000,130000,Production in 2021 is also estimated.,             NA,
MCS2023,World total (rounded),"Mine production, contained strontium",340000,340000,Production in 2021 is also estimated.,NA,"World reserves are categorized as ""Large"""
