Source,Country,Type,Prod_t_2021,Prod_t_est_2022,Prod_notes,Reserves_t,Reserves_notes
MCS2023,United States,"Mine production, niobium content",0,0,,210000,
MCS2023,Brazil,"Mine production, niobium content",78700,71000,,16000000,
MCS2023,Canada,"Mine production, niobium content",7500,6500,,1600000,
MCS2023,Congo (Kinshasa),"Mine production, niobium content",580,600,,NA,
MCS2023,Russia,"Mine production, niobium content",450,450,,NA,
MCS2023,Rwanda,"Mine production, niobium content",158,210,,NA,
MCS2023,Other countries,"Mine production, niobium content",170,190,,NA,
MCS2023,World total (rounded),"Mine production, niobium content",87600,79000,,">17,000,000",
